student_id,arrival_s,checkin_start_s,checkin_end_s,checkin_wait_s,path
1,1235.454,1235.454,1238.013,0,PEC
2,1239.959,1239.959,1243.989,0,PEC
3,1245.292,1245.292,1248.364,0,PEGC
4,1261.948,1261.948,1264.488,0,PEC
5,1277.784,1277.784,1281.024,0,PEG
6,1278.144,1281.024,1285.427,2.881,PEC
7,1291.164,1291.164,1293.918,0,PE
8,1296.881,1296.881,1300.876,0,PE
9,1303.914,1303.914,1306.445,0,PEGC
10,1306.201,1306.445,1309.741,0.243,PEG
11,1307.942,1309.741,1312.028,1.799,PEGC
12,1311.335,1312.028,1314.931,0.694,PEC
13,1321.011,1321.011,1325.17,0,PEG
14,1326.591,1326.591,1329.742,0,PEC
15,1337.91,1337.91,1341.225,0,PEG
16,1357.357,1357.357,1359.384,0,PEG
17,1361.861,1361.861,1364.378,0,PE
18,1372.311,1372.311,1374.56,0,PE
19,1381.051,1381.051,1385.017,0,PE
20,1387.309,1387.309,1390.614,0,PE
21,1395.513,1395.513,1399.44,0,PEG
22,1401.818,1401.818,1405.372,0,PEG
23,1409.58,1409.58,1411.975,0,PE
24,1424.251,1424.251,1427.538,0,PE
25,1440.161,1440.161,1445.141,0,PEGC
26,1519.288,1519.288,1522.43,0,PEC
27,1523.731,1523.731,1528.248,0,PEG
28,1542.125,1542.125,1544.271,0,PE
29,1552.712,1552.712,1555.252,0,PE
30,1555.646,1555.646,1559.756,0,PE
31,1572.786,1572.786,1575.679,0,PEGC
32,1579.195,1579.195,1582.464,0,PE
33,1592.202,1592.202,1595.804,0,PE
34,1605.732,1605.732,1610.047,0,PEGC
35,1611.431,1611.431,1614.145,0,PEG
36,1619.944,1619.944,1623.821,0,PE
37,1644.057,1644.057,1648.211,0,PEG
38,1645.641,1648.211,1650.867,2.569,PEGC
39,1653.861,1653.861,1657.329,0,PEG
40,1663.785,1663.785,1668.443,0,PEC
41,1668.868,1668.868,1673.867,0,PE
42,1669.459,1673.867,1678.226,4.408,PEGC
43,1701.537,1701.537,1704.026,0,PEC
44,1708.732,1708.732,1712.613,0,PEG
45,1712.226,1712.613,1715.592,0.386,PE
46,1726.491,1726.491,1730.289,0,PE
47,1726.778,1730.289,1734.535,3.511,PE
48,1734.897,1734.897,1739.485,0,PE
49,1765.493,1765.493,1767.678,0,PEC
50,1768.807,1768.807,1772.629,0,PEGC
51,7200.367,7200.367,7203.612,0,PE
52,7211.706,7211.706,7214.948,0,PE
53,7214.425,7214.948,7218.067,0.524,PEC
54,7225.184,7225.184,7227.912,0,PEGC
55,7250.783,7250.783,7254.306,0,PEGC
56,7256.083,7256.083,7261.017,0,PEG
57,7258.682,7261.017,7264.391,2.335,PE
58,7289.884,7289.884,7294.813,0,PEC
59,7291.887,7294.813,7296.943,2.926,PEG
60,7306.771,7306.771,7310.427,0,PEG
61,7309.816,7310.427,7315.054,0.611,PEG
62,7318.653,7318.653,7321.551,0,PEC
63,7319.379,7321.551,7323.74,2.172,PE
64,7321.086,7323.74,7327.522,2.654,PE
65,7382.134,7382.134,7384.706,0,PEG
66,7386.289,7386.289,7389.176,0,PEG
67,7391.611,7391.611,7394.318,0,PE
68,7416.525,7416.525,7420.418,0,PE
69,7426.269,7426.269,7428.383,0,PEC
70,7429.942,7429.942,7433.289,0,PEG
71,7437.694,7437.694,7440.335,0,PEC
72,7449.746,7449.746,7452.909,0,PE
73,7463.444,7463.444,7465.545,0,PE
74,7484.881,7484.881,7489.715,0,PEG
75,7486.737,7489.715,7493.093,2.977,PE
76,7498.758,7498.758,7503.13,0,PEG
77,7499.669,7503.13,7505.45,3.461,PE
78,7499.958,7505.45,7509.732,5.492,PE
79,7529.616,7529.616,7534.534,0,PEC
80,7557.635,7557.635,7559.911,0,PEG
81,7559.719,7559.911,7563.038,0.192,PEG
82,7565.497,7565.497,7569.044,0,PEGC
83,7568.286,7569.044,7571.056,0.759,PEG
84,7569.255,7571.056,7575.898,1.801,PE
85,7598.222,7598.222,7601.576,0,PE
86,7631.229,7631.229,7636.178,0,PEC
87,7641.292,7641.292,7643.991,0,PEG
88,7658.741,7658.741,7661.843,0,PE
89,7662.772,7662.772,7665.56,0,PE
90,7663.131,7665.56,7667.6,2.43,PEG
91,7684.669,7684.669,7686.88,0,PE
92,7696.307,7696.307,7699.442,0,PE
93,7708.391,7708.391,7712.07,0,PEC
94,7715.627,7715.627,7718.335,0,PE
95,7718.171,7718.335,7722.107,0.164,PEG
96,7754.485,7754.485,7759.166,0,PEC
97,7766.386,7766.386,7770.339,0,PE
98,7769.638,7770.339,7773.85,0.701,PE
99,7781.023,7781.023,7784.956,0,PE
100,7790.935,7790.935,7795.213,0,PE
