student_id,path,checkin_end,P_start,P_end,E_start,E_end,G_start,G_end,C_start,C_end
1,PE,NaN,7204.01553496373,7214.01553496373,7215.01553496373,7225.01553496373,NaN,NaN,NaN,NaN
2,PE,NaN,7214.01553496373,7224.01553496373,7225.01553496373,7235.01553496373,NaN,NaN,NaN,NaN
3,PEGC,NaN,7224.01553496373,7234.01553496373,7235.01553496373,7245.01553496373,7246.01553496373,7256.01553496373,7257.01553496373,7287.01553496373
4,PEC,NaN,7234.01553496373,7244.01553496373,7245.01553496373,7255.01553496373,NaN,NaN,7287.01553496373,7317.01553496373
5,PEC,NaN,7244.01553496373,7254.01553496373,7255.01553496373,7265.01553496373,NaN,NaN,7317.01553496373,7347.01553496373
6,PE,NaN,7254.01553496373,7264.01553496373,7265.01553496373,7275.01553496373,NaN,NaN,NaN,NaN
7,PEC,NaN,7264.01553496373,7274.01553496373,7275.01553496373,7285.01553496373,NaN,NaN,7347.01553496373,7377.01553496373
8,PE,NaN,7274.01553496373,7284.01553496373,7285.01553496373,7295.01553496373,NaN,NaN,NaN,NaN
9,PEC,NaN,7284.01553496373,7294.01553496373,7295.01553496373,7305.01553496373,NaN,NaN,7377.01553496373,7407.01553496373
10,PEC,NaN,7294.01553496373,7304.01553496373,7305.01553496373,7315.01553496373,NaN,NaN,7407.01553496373,7437.01553496373
11,PEG,NaN,7304.01553496373,7314.01553496373,7315.01553496373,7325.01553496373,7326.01553496373,7336.01553496373,NaN,NaN
12,PE,NaN,7314.01553496373,7324.01553496373,7325.01553496373,7335.01553496373,NaN,NaN,NaN,NaN
13,PE,NaN,7324.01553496373,7334.01553496373,7335.01553496373,7345.01553496373,NaN,NaN,NaN,NaN
14,PEC,NaN,7334.01553496373,7344.01553496373,7345.01553496373,7355.01553496373,NaN,NaN,7437.01553496373,7467.01553496373
15,PEGC,NaN,7344.01553496373,7354.01553496373,7355.01553496373,7365.01553496373,7366.01553496373,7376.01553496373,7467.01553496373,7497.01553496373
16,PEC,NaN,7354.01553496373,7364.01553496373,7365.01553496373,7375.01553496373,NaN,NaN,7497.01553496373,7527.01553496373
17,PEG,NaN,7364.01553496373,7374.01553496373,7375.01553496373,7385.01553496373,7386.01553496373,7396.01553496373,NaN,NaN
18,PEGC,NaN,7374.01553496373,7384.01553496373,7385.01553496373,7395.01553496373,7396.01553496373,7406.01553496373,7527.01553496373,7557.01553496373
19,PEG,NaN,7384.01553496373,7394.01553496373,7395.01553496373,7405.01553496373,7406.01553496373,7416.01553496373,NaN,NaN
20,PEC,NaN,7394.01553496373,7404.01553496373,7405.01553496373,7415.01553496373,NaN,NaN,7557.01553496373,7587.01553496373
21,PEG,NaN,7404.01553496373,7414.01553496373,7415.01553496373,7425.01553496373,7426.01553496373,7436.01553496373,NaN,NaN
22,PE,NaN,7414.01553496373,7424.01553496373,7425.01553496373,7435.01553496373,NaN,NaN,NaN,NaN
23,PEG,NaN,7424.01553496373,7434.01553496373,7435.01553496373,7445.01553496373,7446.01553496373,7456.01553496373,NaN,NaN
24,PE,NaN,7434.01553496373,7444.01553496373,7445.01553496373,7455.01553496373,NaN,NaN,NaN,NaN
25,PE,NaN,7444.01553496373,7454.01553496373,7455.01553496373,7465.01553496373,NaN,NaN,NaN,NaN
26,PEC,NaN,7454.01553496373,7464.01553496373,7465.01553496373,7475.01553496373,NaN,NaN,7587.01553496373,7617.01553496373
27,PEC,NaN,7464.01553496373,7474.01553496373,7475.01553496373,7485.01553496373,NaN,NaN,7617.01553496373,7647.01553496373
28,PE,NaN,7474.01553496373,7484.01553496373,7485.01553496373,7495.01553496373,NaN,NaN,NaN,NaN
29,PEG,NaN,7484.01553496373,7494.01553496373,7495.01553496373,7505.01553496373,7506.01553496373,7516.01553496373,NaN,NaN
30,PEC,NaN,7494.01553496373,7504.01553496373,7505.01553496373,7515.01553496373,NaN,NaN,7647.01553496373,7677.01553496373
31,PE,NaN,7504.01553496373,7514.01553496373,7515.01553496373,7525.01553496373,NaN,NaN,NaN,NaN
32,PEG,NaN,7514.01553496373,7524.01553496373,7525.01553496373,7535.01553496373,7536.01553496373,7546.01553496373,NaN,NaN
33,PEC,NaN,7524.01553496373,7534.01553496373,7535.01553496373,7545.01553496373,NaN,NaN,7677.01553496373,7707.01553496373
34,PEGC,NaN,7534.01553496373,7544.01553496373,7545.01553496373,7555.01553496373,7556.01553496373,7566.01553496373,7707.01553496373,7737.01553496373
35,PE,NaN,7544.01553496373,7554.01553496373,7555.01553496373,7565.01553496373,NaN,NaN,NaN,NaN
36,PEGC,NaN,7554.01553496373,7564.01553496373,7565.01553496373,7575.01553496373,7576.01553496373,7586.01553496373,7737.01553496373,7767.01553496373
37,PEC,NaN,7564.01553496373,7574.01553496373,7575.01553496373,7585.01553496373,NaN,NaN,7767.01553496373,7797.01553496373
38,PEC,NaN,7574.01553496373,7584.01553496373,7585.01553496373,7595.01553496373,NaN,NaN,7797.01553496373,7827.01553496373
39,PE,NaN,7584.01553496373,7594.01553496373,7595.01553496373,7605.01553496373,NaN,NaN,NaN,NaN
40,PEC,NaN,7594.01553496373,7604.01553496373,7605.01553496373,7615.01553496373,NaN,NaN,7827.01553496373,7857.01553496373
41,PE,NaN,7604.01553496373,7614.01553496373,7615.01553496373,7625.01553496373,NaN,NaN,NaN,NaN
42,PEG,NaN,7614.01553496373,7624.01553496373,7625.01553496373,7635.01553496373,7636.01553496373,7646.01553496373,NaN,NaN
43,PEC,NaN,7624.01553496373,7634.01553496373,7635.01553496373,7645.01553496373,NaN,NaN,7857.01553496373,7887.01553496373
44,PEG,NaN,7634.01553496373,7644.01553496373,7645.01553496373,7655.01553496373,7656.01553496373,7666.01553496373,NaN,NaN
45,PEG,NaN,7644.01553496373,7654.01553496373,7655.01553496373,7665.01553496373,7666.01553496373,7676.01553496373,NaN,NaN
46,PE,NaN,7654.01553496373,7664.01553496373,7665.01553496373,7675.01553496373,NaN,NaN,NaN,NaN
47,PE,NaN,7664.01553496373,7674.01553496373,7675.01553496373,7685.01553496373,NaN,NaN,NaN,NaN
48,PEGC,NaN,7674.01553496373,7684.01553496373,7685.01553496373,7695.01553496373,7696.01553496373,7706.01553496373,7887.01553496373,7917.01553496373
49,PE,NaN,7684.01553496373,7694.01553496373,7695.01553496373,7705.01553496373,NaN,NaN,NaN,NaN
50,PEG,NaN,7694.01553496373,7704.01553496373,7705.01553496373,7715.01553496373,7716.01553496373,7726.01553496373,NaN,NaN
51,PEG,NaN,7704.01553496373,7714.01553496373,7715.01553496373,7725.01553496373,7726.01553496373,7736.01553496373,NaN,NaN
52,PE,NaN,7714.01553496373,7724.01553496373,7725.01553496373,7735.01553496373,NaN,NaN,NaN,NaN
53,PEGC,NaN,7724.01553496373,7734.01553496373,7735.01553496373,7745.01553496373,7746.01553496373,7756.01553496373,7917.01553496373,7947.01553496373
54,PEGC,NaN,7734.01553496373,7744.01553496373,7745.01553496373,7755.01553496373,7756.01553496373,7766.01553496373,7947.01553496373,7977.01553496373
55,PE,NaN,7744.01553496373,7754.01553496373,7755.01553496373,7765.01553496373,NaN,NaN,NaN,NaN
56,PEGC,NaN,7754.01553496373,7764.01553496373,7765.01553496373,7775.01553496373,7776.01553496373,7786.01553496373,7977.01553496373,8007.01553496373
57,PEG,NaN,7764.01553496373,7774.01553496373,7775.01553496373,7785.01553496373,7786.01553496373,7796.01553496373,NaN,NaN
58,PEG,NaN,7774.01553496373,7784.01553496373,7785.01553496373,7795.01553496373,7796.01553496373,7806.01553496373,NaN,NaN
59,PEG,NaN,7784.01553496373,7794.01553496373,7795.01553496373,7805.01553496373,7806.01553496373,7816.01553496373,NaN,NaN
60,PEG,NaN,7794.01553496373,7804.01553496373,7805.01553496373,7815.01553496373,7816.01553496373,7826.01553496373,NaN,NaN
61,PEGC,NaN,7804.01553496373,7814.01553496373,7815.01553496373,7825.01553496373,7826.01553496373,7836.01553496373,8007.01553496373,8037.01553496373
62,PEG,NaN,7814.01553496373,7824.01553496373,7825.01553496373,7835.01553496373,7836.01553496373,7846.01553496373,NaN,NaN
63,PE,NaN,7824.01553496373,7834.01553496373,7835.01553496373,7845.01553496373,NaN,NaN,NaN,NaN
64,PEG,NaN,7834.01553496373,7844.01553496373,7845.01553496373,7855.01553496373,7856.01553496373,7866.01553496373,NaN,NaN
