student_id,arrival_s,checkin_start_s,checkin_end_s,checkin_wait_s,path
1,1206.39,1206.39,1210.62,0,PEG
2,1207.699,1210.62,1213.502,2.921,PE
3,1215.156,1215.156,1217.709,0,PEG
4,1224.916,1224.916,1227.405,0,PEG
5,1232.615,1232.615,1234.843,0,PE
6,1236.309,1236.309,1239.62,0,PEG
7,1237.63,1239.62,1242.435,1.99,PE
8,1238.827,1242.435,1245.146,3.608,PEG
9,1264.555,1264.555,1266.995,0,PEG
10,1302.827,1302.827,1306.239,0,PE
11,1336.876,1336.876,1341.062,0,PE
12,1369.696,1369.696,1372.87,0,PE
13,1370.504,1372.87,1375.338,2.366,PE
14,1387.633,1387.633,1390.057,0,PE
15,1387.812,1390.057,1394.771,2.245,PEG
16,1407.951,1407.951,1411.009,0,PEG
17,1408.436,1411.009,1413.487,2.573,PE
18,1409.057,1413.487,1418.103,4.43,PEG
19,1420.114,1420.114,1424.525,0,PE
20,1424.92,1424.92,1429.122,0,PEG
21,1434.791,1434.791,1438.268,0,PE
22,1438.158,1438.268,1441.473,0.109,PE
23,1455.32,1455.32,1459.908,0,PEC
24,1464.347,1464.347,1466.89,0,PE
25,1480.014,1480.014,1484.79,0,PEC
26,1504.232,1504.232,1508.698,0,PE
27,1520.178,1520.178,1524.238,0,PE
28,1538.817,1538.817,1542.225,0,PE
29,1540.594,1542.225,1546.888,1.63,PEC
30,1542.921,1546.888,1551.835,3.967,PEG
31,1547.452,1551.835,1553.932,4.383,PEC
32,1560.073,1560.073,1564.548,0,PE
33,1575.06,1575.06,1579.038,0,PE
34,1596.088,1596.088,1599.433,0,PEC
35,1616.749,1616.749,1620.471,0,PEC
36,1631.34,1631.34,1635.734,0,PEG
37,1645.051,1645.051,1648.949,0,PE
38,1658.599,1658.599,1662.968,0,PEG
39,1664.377,1664.377,1666.555,0,PE
40,1698.557,1698.557,1701.725,0,PEG
41,1698.974,1701.725,1704.985,2.751,PE
42,1702.178,1704.985,1708.978,2.808,PE
43,1703.238,1708.978,1712.881,5.74,PE
44,1719.784,1719.784,1724.44,0,PE
45,1728.397,1728.397,1732.232,0,PEC
46,1735.017,1735.017,1738.863,0,PEG
47,1740.159,1740.159,1744.791,0,PE
48,1748.633,1748.633,1752.934,0,PE
49,1782.962,1782.962,1787.212,0,PE
50,1788.305,1788.305,1790.652,0,PE
51,7211.763,7211.763,7214.375,0,PE
52,7235.696,7235.696,7238.045,0,PEGC
53,7241.935,7241.935,7246.459,0,PEC
54,7248.452,7248.452,7251.597,0,PE
55,7249.736,7251.597,7254.959,1.861,PEG
56,7259.343,7259.343,7261.565,0,PE
57,7270.536,7270.536,7272.611,0,PEG
58,7271.11,7272.611,7277.494,1.502,PEC
59,7276.269,7277.494,7279.97,1.225,PEG
60,7288.636,7288.636,7293.437,0,PEG
61,7290.054,7293.437,7296.147,3.383,PE
62,7290.843,7296.147,7298.374,5.305,PEGC
63,7295.675,7298.374,7302.392,2.699,PE
64,7310.582,7310.582,7312.835,0,PEC
65,7320.124,7320.124,7322.31,0,PE
66,7322.165,7322.31,7326.396,0.145,PEG
67,7323.871,7326.396,7328.402,2.524,PE
68,7328.357,7328.402,7330.872,0.045,PE
69,7329.275,7330.872,7333.696,1.597,PE
70,7331.738,7333.696,7336.642,1.958,PEGC
71,7344.915,7344.915,7349.057,0,PEC
72,7352.93,7352.93,7356.645,0,PE
73,7385.853,7385.853,7389.398,0,PE
74,7449.167,7449.167,7452.899,0,PEG
75,7469.58,7469.58,7471.595,0,PEG
76,7475.4,7475.4,7478.456,0,PEGC
77,7476.062,7478.456,7482.09,2.394,PEC
78,7491.257,7491.257,7493.533,0,PEG
79,7499.957,7499.957,7502.774,0,PEG
80,7513.021,7513.021,7516.793,0,PEC
81,7513.797,7516.793,7518.807,2.996,PEGC
82,7515.862,7518.807,7520.899,2.945,PEGC
83,7541.685,7541.685,7544.815,0,PE
84,7549.164,7549.164,7551.66,0,PEGC
85,7577.718,7577.718,7580.637,0,PEG
86,7599.421,7599.421,7602.231,0,PE
87,7600.023,7602.231,7605.152,2.208,PEC
88,7649.209,7649.209,7652.961,0,PE
89,7662.524,7662.524,7666.14,0,PE
90,7672.619,7672.619,7676.991,0,PEC
91,7680.977,7680.977,7684.095,0,PEC
92,7720.945,7720.945,7725.201,0,PEGC
93,7724.583,7725.201,7729.159,0.619,PE
94,7726.208,7729.159,7732.815,2.951,PE
95,7749.505,7749.505,7754.057,0,PE
96,7759.122,7759.122,7762.398,0,PE
97,7764.225,7764.225,7767.948,0,PEG
98,7774.618,7774.618,7778.923,0,PEGC
99,7786.383,7786.383,7790.002,0,PEC
100,7787.963,7790.002,7794.954,2.038,PE
