student_id,path,checkin_end,P_start,P_end,E_start,E_end,G_start,G_end,C_start,C_end
1,PEGC,NaN,7204.62785868977,7214.62785868977,7215.62785868977,7225.62785868977,7226.62785868977,7236.62785868977,7237.62785868977,7267.62785868977
2,PE,NaN,7214.62785868977,7224.62785868977,7225.62785868977,7235.62785868977,NaN,NaN,NaN,NaN
3,PEC,NaN,7224.62785868977,7234.62785868977,7235.62785868977,7245.62785868977,NaN,NaN,7267.62785868977,7297.62785868977
4,PEG,NaN,7234.62785868977,7244.62785868977,7245.62785868977,7255.62785868977,7256.62785868977,7266.62785868977,NaN,NaN
5,PEG,NaN,7244.62785868977,7254.62785868977,7255.62785868977,7265.62785868977,7266.62785868977,7276.62785868977,NaN,NaN
6,PEG,NaN,7254.62785868977,7264.62785868977,7265.62785868977,7275.62785868977,7276.62785868977,7286.62785868977,NaN,NaN
7,PEG,NaN,7264.62785868977,7274.62785868977,7275.62785868977,7285.62785868977,7286.62785868977,7296.62785868977,NaN,NaN
8,PE,NaN,7274.62785868977,7284.62785868977,7285.62785868977,7295.62785868977,NaN,NaN,NaN,NaN
9,PEC,NaN,7284.62785868977,7294.62785868977,7295.62785868977,7305.62785868977,NaN,NaN,7306.62785868977,7336.62785868977
10,PEC,NaN,7294.62785868977,7304.62785868977,7305.62785868977,7315.62785868977,NaN,NaN,7336.62785868977,7366.62785868977
11,PEC,NaN,7304.62785868977,7314.62785868977,7315.62785868977,7325.62785868977,NaN,NaN,7366.62785868977,7396.62785868977
12,PEG,NaN,7314.62785868977,7324.62785868977,7325.62785868977,7335.62785868977,7336.62785868977,7346.62785868977,NaN,NaN
13,PE,NaN,7324.62785868977,7334.62785868977,7335.62785868977,7345.62785868977,NaN,NaN,NaN,NaN
14,PE,NaN,7334.62785868977,7344.62785868977,7345.62785868977,7355.62785868977,NaN,NaN,NaN,NaN
15,PE,NaN,7344.62785868977,7354.62785868977,7355.62785868977,7365.62785868977,NaN,NaN,NaN,NaN
16,PEGC,NaN,7354.62785868977,7364.62785868977,7365.62785868977,7375.62785868977,7376.62785868977,7386.62785868977,7396.62785868977,7426.62785868977
17,PEC,NaN,7364.62785868977,7374.62785868977,7375.62785868977,7385.62785868977,NaN,NaN,7426.62785868977,7456.62785868977
18,PEG,NaN,7374.62785868977,7384.62785868977,7385.62785868977,7395.62785868977,7396.62785868977,7406.62785868977,NaN,NaN
19,PE,NaN,7384.62785868977,7394.62785868977,7395.62785868977,7405.62785868977,NaN,NaN,NaN,NaN
20,PEG,NaN,7394.62785868977,7404.62785868977,7405.62785868977,7415.62785868977,7416.62785868977,7426.62785868977,NaN,NaN
21,PEG,NaN,7404.62785868977,7414.62785868977,7415.62785868977,7425.62785868977,7426.62785868977,7436.62785868977,NaN,NaN
22,PE,NaN,7414.62785868977,7424.62785868977,7425.62785868977,7435.62785868977,NaN,NaN,NaN,NaN
23,PE,NaN,7424.62785868977,7434.62785868977,7435.62785868977,7445.62785868977,NaN,NaN,NaN,NaN
24,PEGC,NaN,7434.62785868977,7444.62785868977,7445.62785868977,7455.62785868977,7456.62785868977,7466.62785868977,7467.62785868977,7497.62785868977
25,PE,NaN,7444.62785868977,7454.62785868977,7455.62785868977,7465.62785868977,NaN,NaN,NaN,NaN
26,PEG,NaN,7454.62785868977,7464.62785868977,7465.62785868977,7475.62785868977,7476.62785868977,7486.62785868977,NaN,NaN
27,PEG,NaN,7464.62785868977,7474.62785868977,7475.62785868977,7485.62785868977,7486.62785868977,7496.62785868977,NaN,NaN
28,PEG,NaN,7474.62785868977,7484.62785868977,7485.62785868977,7495.62785868977,7496.62785868977,7506.62785868977,NaN,NaN
29,PE,NaN,7484.62785868977,7494.62785868977,7495.62785868977,7505.62785868977,NaN,NaN,NaN,NaN
30,PE,NaN,7494.62785868977,7504.62785868977,7505.62785868977,7515.62785868977,NaN,NaN,NaN,NaN
31,PEG,NaN,7504.62785868977,7514.62785868977,7515.62785868977,7525.62785868977,7526.62785868977,7536.62785868977,NaN,NaN
32,PEG,NaN,7514.62785868977,7524.62785868977,7525.62785868977,7535.62785868977,7536.62785868977,7546.62785868977,NaN,NaN
33,PE,NaN,7524.62785868977,7534.62785868977,7535.62785868977,7545.62785868977,NaN,NaN,NaN,NaN
34,PEC,NaN,7534.62785868977,7544.62785868977,7545.62785868977,7555.62785868977,NaN,NaN,7556.62785868977,7586.62785868977
35,PE,NaN,7544.62785868977,7554.62785868977,7555.62785868977,7565.62785868977,NaN,NaN,NaN,NaN
36,PE,NaN,7554.62785868977,7564.62785868977,7565.62785868977,7575.62785868977,NaN,NaN,NaN,NaN
37,PE,NaN,7564.62785868977,7574.62785868977,7575.62785868977,7585.62785868977,NaN,NaN,NaN,NaN
38,PEC,NaN,7574.62785868977,7584.62785868977,7585.62785868977,7595.62785868977,NaN,NaN,7596.62785868977,7626.62785868977
