student_id,arrival_s,checkin_start_s,checkin_end_s,checkin_wait_s,path
1,1218.558,1218.558,1222.595,0,PE
2,1223.819,1223.819,1227.276,0,PE
3,1228.662,1228.662,1230.767,0,PEC
4,1232.343,1232.343,1234.686,0,PEG
5,1247.29,1247.29,1249.52,0,PEC
6,1274.612,1274.612,1278.436,0,PE
7,1284.94,1284.94,1287.641,0,PEC
8,1291.11,1291.11,1293.536,0,PE
9,1333.285,1333.285,1336.876,0,PE
10,1354.266,1354.266,1359.057,0,PE
11,1367.916,1367.916,1371.766,0,PEG
12,1373.357,1373.357,1377.427,0,PEG
13,1375.091,1377.427,1380.13,2.336,PEC
14,1385.515,1385.515,1388.135,0,PEGC
15,1391.961,1391.961,1394.073,0,PE
16,1401.997,1401.997,1405.987,0,PE
17,1402.498,1405.987,1409.508,3.489,PEC
18,1417.908,1417.908,1421.365,0,PEC
19,1424.125,1424.125,1428.71,0,PEC
20,1432.507,1432.507,1437.404,0,PEG
21,1443.85,1443.85,1448.129,0,PEG
22,1453.49,1453.49,1456.23,0,PEG
23,1457.661,1457.661,1461.69,0,PEG
24,1505.292,1505.292,1509.57,0,PE
25,1508.449,1509.57,1513.328,1.121,PEC
26,1525.131,1525.131,1529.598,0,PE
27,1536.549,1536.549,1541.329,0,PEG
28,1540.612,1541.329,1545.242,0.717,PEGC
29,1542.814,1545.242,1547.299,2.428,PE
30,1555.406,1555.406,1557.959,0,PEC
31,1564.861,1564.861,1566.941,0,PE
32,1569.514,1569.514,1574.319,0,PE
33,1576.14,1576.14,1579.594,0,PEG
34,1578.046,1579.594,1583.978,1.548,PE
35,1581.866,1583.978,1587.349,2.112,PE
36,1614.541,1614.541,1618.024,0,PEC
37,1619.008,1619.008,1622.285,0,PEC
38,1639.808,1639.808,1644.483,0,PE
39,1647.105,1647.105,1651.728,0,PEG
40,1648.282,1651.728,1655.627,3.446,PE
41,1672.222,1672.222,1675.099,0,PE
42,1676.267,1676.267,1679.142,0,PEGC
43,1680.973,1680.973,1683.71,0,PE
44,1698.007,1698.007,1702.12,0,PE
45,1730.013,1730.013,1734.336,0,PEC
46,1743.292,1743.292,1747.76,0,PEC
47,1758.377,1758.377,1762.796,0,PEGC
48,1762.198,1762.796,1765.557,0.598,PE
49,1782.621,1782.621,1787.023,0,PE
50,1787.166,1787.166,1791.055,0,PEG
51,7226.44,7226.44,7229.134,0,PEGC
52,7230.143,7230.143,7233.286,0,PEG
53,7234.018,7234.018,7237.378,0,PE
54,7234.925,7237.378,7240.879,2.453,PE
55,7260.095,7260.095,7263.717,0,PE
56,7276.634,7276.634,7279.67,0,PEC
57,7279.827,7279.827,7282.701,0,PEG
58,7302.282,7302.282,7306.392,0,PE
59,7309.812,7309.812,7314.614,0,PE
60,7311.633,7314.614,7318.396,2.981,PE
61,7342.662,7342.662,7346.441,0,PEG
62,7367.735,7367.735,7371.951,0,PE
63,7372.597,7372.597,7375.715,0,PE
64,7373.905,7375.715,7379.075,1.81,PE
65,7398.314,7398.314,7401.842,0,PE
66,7400.194,7401.842,7406.628,1.649,PEG
67,7411.192,7411.192,7414.545,0,PE
68,7441.503,7441.503,7445.415,0,PEG
69,7448.626,7448.626,7452.004,0,PEG
70,7452.862,7452.862,7456.523,0,PEGC
71,7466.877,7466.877,7469,0,PEG
72,7481.059,7481.059,7485.466,0,PEG
73,7481.145,7485.466,7489.481,4.321,PE
74,7496.721,7496.721,7499.322,0,PEC
75,7497.726,7499.322,7501.366,1.596,PEG
76,7520.472,7520.472,7524.762,0,PEC
77,7523.046,7524.762,7528.464,1.716,PEG
78,7581.823,7581.823,7585.786,0,PE
79,7602.76,7602.76,7606.664,0,PEG
80,7606.26,7606.664,7610.867,0.404,PE
81,7609.333,7610.867,7615.529,1.535,PE
82,7609.847,7615.529,7619.527,5.682,PEGC
83,7612.405,7619.527,7621.889,7.122,PEG
84,7643.832,7643.832,7647.974,0,PEGC
85,7645.002,7647.974,7651.315,2.971,PE
86,7653.757,7653.757,7657.68,0,PEGC
87,7672.97,7672.97,7676.917,0,PE
88,7675.801,7676.917,7680.952,1.116,PEC
89,7677.609,7680.952,7683.129,3.343,PE
90,7678.673,7683.129,7685.801,4.456,PEC
91,7682.87,7685.801,7688.304,2.93,PEGC
92,7710.246,7710.246,7715.032,0,PEG
93,7714.815,7715.032,7718.577,0.216,PE
94,7722.54,7722.54,7726.561,0,PE
95,7741.451,7741.451,7745.454,0,PE
96,7768.895,7768.895,7771.139,0,PE
97,7770.212,7771.139,7773.814,0.927,PEG
98,7776.731,7776.731,7779.584,0,PE
99,7779.115,7779.584,7784.325,0.469,PE
100,7789.613,7789.613,7792.3,0,PEGC
