student_id,arrival_s,checkin_start_s,checkin_end_s,checkin_wait_s,path
1,1204.943,1204.943,1207.245,0,PE
2,1238.37,1238.37,1240.436,0,PEGC
3,1253.378,1253.378,1255.63,0,PE
4,1267.643,1267.643,1271.009,0,PE
5,1312.203,1312.203,1314.768,0,PE
6,1323.717,1323.717,1325.942,0,PE
7,1335.085,1335.085,1338.072,0,PE
8,1356.514,1356.514,1359.196,0,PEGC
9,1358.744,1359.196,1362.208,0.452,PEG
10,1359.805,1362.208,1365.865,2.403,PE
11,1361.051,1365.865,1370.77,4.814,PE
12,1363.841,1370.77,1373.452,6.929,PEG
13,1401.679,1401.679,1404.88,0,PE
14,1414.408,1414.408,1419.38,0,PEG
15,1420.083,1420.083,1423.469,0,PEG
16,1423.777,1423.777,1428.731,0,PE
17,1426.623,1428.731,1432.226,2.107,PEC
18,1429.026,1432.226,1437.19,3.2,PE
19,1441.145,1441.145,1444.759,0,PEGC
20,1458.893,1458.893,1461.291,0,PE
21,1470.082,1470.082,1473.1,0,PE
22,1471.312,1473.1,1477.287,1.787,PEC
23,1474.851,1477.287,1480.534,2.435,PEC
24,1478.579,1480.534,1485.308,1.955,PE
25,1487.878,1487.878,1490.089,0,PEG
26,1492.79,1492.79,1495.928,0,PE
27,1498.193,1498.193,1501.889,0,PEG
28,1520.313,1520.313,1524.583,0,PE
29,1526.91,1526.91,1531.111,0,PEC
30,1556.157,1556.157,1559.3,0,PE
31,1557.776,1559.3,1564.014,1.524,PE
32,1566.242,1566.242,1568.821,0,PEG
33,1578.398,1578.398,1583.069,0,PE
34,1596.561,1596.561,1599.335,0,PEG
35,1613.193,1613.193,1616.434,0,PE
36,1630.671,1630.671,1632.681,0,PE
37,1637.971,1637.971,1641.608,0,PE
38,1662.123,1662.123,1665.158,0,PE
39,1663.562,1665.158,1669.095,1.596,PE
40,1668.198,1669.095,1673.891,0.896,PE
41,1701.568,1701.568,1705.331,0,PE
42,1702.428,1705.331,1708.113,2.903,PEG
43,1731.874,1731.874,1736.573,0,PE
44,1744.988,1744.988,1747.04,0,PE
45,1747.495,1747.495,1750.178,0,PE
46,1753.688,1753.688,1757.839,0,PEGC
47,1763.971,1763.971,1766.27,0,PE
48,1774.501,1774.501,1778.652,0,PEC
49,1783.206,1783.206,1785.925,0,PEGC
50,1789.621,1789.621,1792.86,0,PE
51,7215.912,7215.912,7218.781,0,PE
52,7229.322,7229.322,7231.777,0,PEGC
53,7229.829,7231.777,7234.706,1.947,PE
54,7229.933,7234.706,7238.606,4.773,PEG
55,7235.481,7238.606,7240.674,3.125,PE
56,7262.182,7262.182,7266.055,0,PEG
57,7264.352,7266.055,7268.655,1.703,PE
58,7266.048,7268.655,7271.847,2.607,PEC
59,7271.74,7271.847,7275.244,0.107,PEC
60,7278.48,7278.48,7282.875,0,PE
61,7296.103,7296.103,7298.766,0,PEG
62,7347.379,7347.379,7350.526,0,PE
63,7365.618,7365.618,7370.338,0,PE
64,7374.949,7374.949,7377.321,0,PE
65,7384.18,7384.18,7386.315,0,PEGC
66,7400.5,7400.5,7404.569,0,PEC
67,7407.232,7407.232,7410.126,0,PE
68,7443.577,7443.577,7448.566,0,PEC
69,7454.568,7454.568,7457.119,0,PE
70,7464.631,7464.631,7468.296,0,PE
71,7495.027,7495.027,7498.801,0,PEG
72,7515.318,7515.318,7518.815,0,PE
73,7524.426,7524.426,7527.814,0,PEG
74,7530.528,7530.528,7532.986,0,PE
75,7537.515,7537.515,7540.291,0,PEC
76,7543.452,7543.452,7547.619,0,PE
77,7547.187,7547.619,7552.608,0.432,PEG
78,7556.011,7556.011,7559.677,0,PE
79,7566.261,7566.261,7570.192,0,PE
80,7580.828,7580.828,7584.87,0,PEG
81,7625.155,7625.155,7630.014,0,PE
82,7626.274,7630.014,7633.113,3.74,PEG
83,7628.669,7633.113,7636.521,4.444,PEC
84,7639.635,7639.635,7642.02,0,PE
85,7649.55,7649.55,7651.789,0,PE
86,7672.386,7672.386,7676.018,0,PE
87,7680.908,7680.908,7684.925,0,PE
88,7681.632,7684.925,7689.456,3.293,PE
89,7684.104,7689.456,7693.251,5.351,PEC
90,7705.767,7705.767,7707.954,0,PEC
91,7706.177,7707.954,7712.167,1.778,PE
92,7715.394,7715.394,7717.855,0,PEGC
93,7721.05,7721.05,7723.305,0,PE
94,7728.269,7728.269,7730.416,0,PEG
95,7740.987,7740.987,7743.228,0,PE
96,7770.094,7770.094,7772.734,0,PE
97,7774.785,7774.785,7777.951,0,PEC
98,7776.53,7777.951,7780.815,1.421,PE
99,7792.476,7792.476,7794.925,0,PE
100,7794.238,7794.925,7798.827,0.688,PE
