student_id,arrival_s,checkin_start_s,checkin_end_s,checkin_wait_s,path
1,7202.415,7202.415,7207.383,0,PE
2,7202.948,7207.383,7212.251,4.435,PEG
3,7203.622,7212.251,7215.975,8.629,PE
4,7204.269,7215.975,7218.944,11.706,PEG
5,7204.557,7218.944,7223.693,14.387,PE
6,7205.084,7223.693,7228.193,18.608,PEGC
7,7205.263,7228.193,7231.002,22.93,PEG
8,7205.565,7231.002,7235.729,25.437,PEC
9,7207.214,7235.729,7240.057,28.516,PE
10,7209.329,7240.057,7243.314,30.728,PEC
11,7212.321,7243.314,7247.782,30.993,PE
12,7214.724,7247.782,7250.938,33.059,PEC
13,7215.596,7250.938,7254.532,35.343,PE
14,7218.432,7254.532,7256.666,36.1,PEG
15,7223.645,7256.666,7261.639,33.021,PEG
16,7224.223,7261.639,7265.066,37.416,PE
17,7224.234,7265.066,7269.851,40.832,PEC
18,7224.246,7269.851,7273.896,45.605,PE
19,7226.732,7273.896,7277.261,47.164,PE
20,7227.811,7277.261,7279.538,49.45,PE
21,7229.919,7279.538,7284.478,49.619,PEC
22,7231.487,7284.478,7287.35,52.991,PEG
23,7231.797,7287.35,7290.305,55.554,PE
24,7232.418,7290.305,7294.092,57.887,PE
25,7232.426,7294.092,7298.819,61.665,PE
26,7232.453,7298.819,7301.908,66.366,PE
27,7232.914,7301.908,7304.737,68.994,PE
28,7233.031,7304.737,7308.237,71.706,PEG
29,7233.888,7308.237,7311.87,74.349,PE
30,7234.55,7311.87,7316.858,77.32,PEC
31,7234.988,7316.858,7320.988,81.87,PE
32,7235.566,7320.988,7325.294,85.422,PE
33,7236.846,7325.294,7329.416,88.448,PE
34,7237.688,7329.416,7333.576,91.728,PEC
35,7237.873,7333.576,7337.71,95.703,PE
36,7237.901,7337.71,7342.273,99.808,PE
37,7238.904,7342.273,7345.155,103.369,PEC
38,7239.955,7345.155,7349.684,105.2,PE
39,7240.133,7349.684,7354.612,109.552,PE
40,7241.044,7354.612,7358.599,113.568,PEG
41,7241.195,7358.599,7361.832,117.404,PE
42,7241.338,7361.832,7364.348,120.494,PEG
43,7242.511,7364.348,7367.705,121.836,PEG
44,7243.448,7367.705,7372.424,124.257,PEGC
45,7244.251,7372.424,7375.987,128.173,PE
46,7244.85,7375.987,7380.551,131.137,PEC
47,7245.46,7380.551,7383.525,135.091,PE
48,7248.959,7383.525,7388.115,134.567,PE
49,7249.701,7388.115,7391.68,138.414,PEC
50,7250.045,7391.68,7396.423,141.634,PEC
51,7251.199,7396.423,7399.259,145.224,PEC
52,7251.199,7399.259,7404.038,148.06,PEGC
53,7251.584,7404.038,7408.621,152.453,PE
54,7253.202,7408.621,7411.562,155.419,PEG
55,7253.456,7411.562,7413.937,158.106,PEG
56,7255.103,7413.937,7417.945,158.834,PEC
57,7255.519,7417.945,7422.296,162.426,PEC
58,7255.987,7422.296,7425.453,166.309,PEC
59,7256.43,7425.453,7428.614,169.023,PE
60,7257.167,7428.614,7433.169,171.447,PE
61,7258.01,7433.169,7436.517,175.159,PE
62,7258.785,7436.517,7441.002,177.731,PE
63,7259.376,7441.002,7445.509,181.627,PEC
64,7259.551,7445.509,7450.187,185.958,PEC
65,7260.604,7450.187,7454.441,189.583,PE
66,7263.744,7454.441,7458.465,190.697,PEGC
67,7265.035,7458.465,7460.826,193.43,PE
68,7270.533,7460.826,7462.915,190.293,PEGC
69,7270.683,7462.915,7466.755,192.232,PE
70,7271.408,7466.755,7470.951,195.347,PE
71,7271.584,7470.951,7475.809,199.367,PE
72,7271.758,7475.809,7479.688,204.05,PEG
73,7271.886,7479.688,7483.094,207.802,PEG
74,7272.06,7483.094,7486.553,211.035,PE
75,7273.275,7486.553,7491.152,213.278,PE
76,7275.134,7491.152,7495.605,216.018,PEGC
77,7276.892,7495.605,7499.43,218.713,PE
78,7277.845,7499.43,7503.135,221.585,PE
79,7277.881,7503.135,7506.656,225.253,PE
80,7280.565,7506.656,7511.251,226.091,PE
81,7283.045,7511.251,7515.267,228.206,PEC
82,7284.202,7515.267,7518.133,231.065,PEG
83,7284.334,7518.133,7522.85,233.799,PEC
84,7284.351,7522.85,7525.029,238.499,PE
85,7286.568,7525.029,7528.614,238.46,PEG
86,7287.605,7528.614,7532.139,241.009,PE
87,7288.387,7532.139,7535.603,243.752,PEC
88,7289.119,7535.603,7540.152,246.484,PE
89,7289.241,7540.152,7544.803,250.911,PEGC
90,7291.301,7544.803,7549.598,253.502,PEC
91,7291.671,7549.598,7552.049,257.926,PEG
92,7291.738,7552.049,7554.143,260.312,PEG
93,7291.896,7554.143,7556.731,262.247,PEG
94,7293.083,7556.731,7560.642,263.648,PE
95,7295.011,7560.642,7564.894,265.63,PEGC
96,7295.045,7564.894,7567.821,269.849,PEG
97,7295.116,7567.821,7571.098,272.705,PE
98,7295.987,7571.098,7574.98,275.111,PEC
99,7296.229,7574.98,7578.851,278.751,PE
100,7298.59,7578.851,7582.616,280.261,PEC
