student_id,arrival_s,checkin_start_s,checkin_end_s,checkin_wait_s,path
1,7201.676,7201.676,7206.474,0,PE
2,7202.074,7206.474,7208.547,4.4,PEC
3,7202.094,7208.547,7212.897,6.453,PE
4,7202.566,7212.897,7215.361,10.331,PEC
5,7204.217,7215.361,7217.581,11.144,PE
6,7210.636,7217.581,7222.148,6.945,PE
7,7211.316,7222.148,7225.775,10.832,PEC
8,7211.629,7225.775,7229.332,14.146,PEG
9,7212.354,7229.332,7231.757,16.978,PE
10,7212.753,7231.757,7233.957,19.004,PEC
11,7212.847,7233.957,7236.582,21.11,PEC
12,7213.395,7236.582,7239.616,23.187,PEG
13,7214.802,7239.616,7243.329,24.814,PEG
14,7215.284,7243.329,7247.83,28.045,PEC
15,7215.922,7247.83,7252.674,31.908,PE
16,7216.666,7252.674,7256.312,36.008,PE
17,7217.363,7256.312,7260.991,38.949,PEC
18,7217.604,7260.991,7265.399,43.387,PE
19,7217.747,7265.399,7267.829,47.653,PEG
20,7218.455,7267.829,7271.058,49.375,PE
21,7219.544,7271.058,7273.583,51.514,PEC
22,7221.494,7273.583,7277.133,52.089,PEG
23,7224.416,7277.133,7279.21,52.717,PE
24,7224.488,7279.21,7283.558,54.722,PE
25,7224.509,7283.558,7287.471,59.048,PE
26,7226.932,7287.471,7291.064,60.54,PE
27,7227.294,7291.064,7293.463,63.769,PE
28,7229.274,7293.463,7296.284,64.189,PEG
29,7230.147,7296.284,7301.183,66.136,PEG
30,7231.623,7301.183,7304.736,69.56,PEG
31,7231.718,7304.736,7308.231,73.018,PEG
32,7233.43,7308.231,7311.087,74.8,PEG
33,7233.984,7311.087,7314.049,77.102,PE
34,7235.553,7314.049,7318.83,78.496,PEG
35,7235.623,7318.83,7323.278,83.207,PEGC
36,7236.022,7323.278,7327.771,87.255,PEG
37,7238.105,7327.771,7332.554,89.666,PE
38,7238.508,7332.554,7336.843,94.046,PEG
39,7238.766,7336.843,7340.979,98.078,PEC
40,7238.94,7340.979,7343.014,102.039,PE
41,7239.255,7343.014,7346.142,103.759,PEC
42,7239.689,7346.142,7350.956,106.453,PE
43,7239.698,7350.956,7354.491,111.258,PEG
44,7239.939,7354.491,7357.622,114.553,PEC
45,7240.465,7357.622,7361.367,117.157,PEC
46,7241.837,7361.367,7363.598,119.53,PEC
47,7241.922,7363.598,7366.869,121.676,PE
48,7242.208,7366.869,7371.128,124.661,PE
49,7243.775,7371.128,7374.796,127.354,PE
50,7244.303,7374.796,7377.234,130.493,PEG
51,7245.555,7377.234,7379.818,131.679,PEG
52,7246.638,7379.818,7384.654,133.18,PEG
53,7247.728,7384.654,7388.975,136.926,PEGC
54,7248.151,7388.975,7393.311,140.824,PE
55,7249.844,7393.311,7396.958,143.467,PEC
56,7251.991,7396.958,7401.031,144.966,PE
57,7252.378,7401.031,7404.283,148.653,PE
58,7253.058,7404.283,7408.407,151.224,PEG
59,7253.084,7408.407,7412.397,155.324,PEG
60,7254.59,7412.397,7414.558,157.807,PE
61,7254.678,7414.558,7418.927,159.88,PEC
62,7255.262,7418.927,7421.799,163.665,PEG
63,7256.134,7421.799,7424.129,165.665,PEG
64,7256.56,7424.129,7428.783,167.57,PEG
65,7257.035,7428.783,7432.529,171.748,PE
66,7257.444,7432.529,7436.403,175.085,PEC
67,7257.786,7436.403,7438.752,178.618,PE
68,7259.296,7438.752,7441.463,179.456,PEG
69,7262.372,7441.463,7446.441,179.091,PE
70,7262.67,7446.441,7451.004,183.771,PE
71,7263.907,7451.004,7455.735,187.097,PEG
72,7264.393,7455.735,7459.741,191.342,PE
73,7265.374,7459.741,7464.085,194.366,PEC
74,7266.385,7464.085,7468.822,197.7,PEC
75,7269.666,7468.822,7471.416,199.156,PEG
76,7270.141,7471.416,7475.567,201.275,PE
77,7270.447,7475.567,7478.207,205.12,PE
78,7272.071,7478.207,7482.337,206.136,PEG
79,7272.337,7482.337,7486.531,210,PEGC
80,7275.284,7486.531,7489.865,211.247,PE
81,7279.824,7489.865,7494.462,210.041,PE
82,7280.214,7494.462,7498.779,214.248,PE
83,7280.603,7498.779,7501.362,218.176,PE
84,7281.057,7501.362,7504.649,220.306,PEC
85,7281.156,7504.649,7506.878,223.493,PEC
86,7282.009,7506.878,7509.396,224.869,PE
87,7285.24,7509.396,7513.149,224.155,PEG
88,7286.027,7513.149,7516.13,227.122,PE
89,7286.418,7516.13,7520.605,229.712,PE
90,7287.242,7520.605,7524.833,233.363,PEC
91,7290.792,7524.833,7526.856,234.041,PE
92,7291.793,7526.856,7531.162,235.063,PEC
93,7292.662,7531.162,7533.64,238.5,PE
94,7292.751,7533.64,7537.392,240.889,PEC
95,7293.205,7537.392,7542.349,244.187,PE
96,7294.138,7542.349,7544.379,248.212,PEC
97,7294.258,7544.379,7547.669,250.121,PE
98,7295.539,7547.669,7551.017,252.13,PE
99,7295.646,7551.017,7553.233,255.372,PE
100,7298.504,7553.233,7556.7,254.729,PEG
