student_id,arrival_s,checkin_start_s,checkin_end_s,checkin_wait_s,path
1,1213.933,1213.933,1218.001,0,PEGC
2,1217.446,1218.001,1221.563,0.555,PE
3,1225.3,1225.3,1227.529,0,PE
4,1247.181,1247.181,1250.4,0,PEG
5,1257.158,1257.158,1260.448,0,PEC
6,1266.954,1266.954,1270.932,0,PEC
7,1279.792,1279.792,1282.447,0,PE
8,1305.669,1305.669,1307.912,0,PEG
9,1319.784,1319.784,1323.187,0,PE
10,1325.274,1325.274,1329.46,0,PEG
11,1337.739,1337.739,1341.581,0,PE
12,1349.864,1349.864,1354.566,0,PE
13,1362.564,1362.564,1365.323,0,PEG
14,1376.265,1376.265,1378.926,0,PEGC
15,1380.241,1380.241,1382.949,0,PE
16,1381.339,1382.949,1387.379,1.61,PEGC
17,1396.44,1396.44,1400.547,0,PE
18,1405.997,1405.997,1410.633,0,PE
19,1411.686,1411.686,1415.82,0,PE
20,1416.266,1416.266,1420.249,0,PEG
21,1424.158,1424.158,1427.477,0,PE
22,1435.724,1435.724,1439.413,0,PE
23,1436.683,1439.413,1444.384,2.73,PE
24,1440.091,1444.384,1449.256,4.292,PE
25,1440.623,1449.256,1452.266,8.632,PE
26,1448.616,1452.266,1454.732,3.65,PE
27,1465.01,1465.01,1468.261,0,PE
28,1500.914,1500.914,1504.578,0,PEGC
29,1518.097,1518.097,1520.186,0,PEG
30,1527.024,1527.024,1531.624,0,PEC
31,1543.121,1543.121,1547.804,0,PEC
32,1557.425,1557.425,1560.916,0,PE
33,1558.754,1560.916,1563.544,2.162,PEGC
34,1563.872,1563.872,1568.037,0,PEG
35,1576.414,1576.414,1580.513,0,PEG
36,1593.569,1593.569,1596.951,0,PEG
37,1605.234,1605.234,1607.746,0,PE
38,1621.167,1621.167,1625.551,0,PEG
39,1636.408,1636.408,1641.074,0,PEG
40,1648.604,1648.604,1651.032,0,PEG
41,1669.009,1669.009,1673.828,0,PEG
42,1691.022,1691.022,1693.023,0,PE
43,1699.11,1699.11,1702.426,0,PEC
44,1707.833,1707.833,1709.867,0,PE
45,1713.923,1713.923,1716.626,0,PE
46,1716.551,1716.626,1720.747,0.075,PEC
47,1737.569,1737.569,1741.651,0,PE
48,1746.911,1746.911,1749.706,0,PE
49,1751.808,1751.808,1754.787,0,PEC
50,1778.501,1778.501,1780.781,0,PE
51,7229.45,7229.45,7231.574,0,PEG
52,7257.982,7257.982,7262.26,0,PE
53,7260.59,7262.26,7265.234,1.67,PEG
54,7277.506,7277.506,7281.071,0,PEG
55,7277.749,7281.071,7285.927,3.322,PE
56,7281.495,7285.927,7289.934,4.432,PEC
57,7305.076,7305.076,7308.495,0,PEG
58,7308.643,7308.643,7312.591,0,PEGC
59,7311.37,7312.591,7316.588,1.222,PEG
60,7313.475,7316.588,7319.279,3.113,PEG
61,7336.874,7336.874,7341.289,0,PE
62,7338.334,7341.289,7344.797,2.955,PE
63,7352.237,7352.237,7355.539,0,PE
64,7355.926,7355.926,7360.053,0,PE
65,7359.235,7360.053,7363.719,0.818,PEC
66,7367.78,7367.78,7370.545,0,PE
67,7376.022,7376.022,7378.248,0,PEC
68,7395.471,7395.471,7399.238,0,PE
69,7417.781,7417.781,7421.804,0,PEC
70,7486.128,7486.128,7489.892,0,PE
71,7498.772,7498.772,7502.373,0,PEGC
72,7510.062,7510.062,7513.48,0,PE
73,7527.608,7527.608,7530.58,0,PEG
74,7535.232,7535.232,7538.525,0,PEGC
75,7540.955,7540.955,7545.25,0,PEG
76,7543.559,7545.25,7550.239,1.691,PEC
77,7558.349,7558.349,7561.144,0,PE
78,7560.071,7561.144,7565.52,1.073,PEG
79,7584.091,7584.091,7586.495,0,PE
80,7603.209,7603.209,7605.316,0,PEG
81,7612.057,7612.057,7615.419,0,PE
82,7657.409,7657.409,7661.098,0,PEG
83,7667.128,7667.128,7669.82,0,PEGC
84,7674.353,7674.353,7676.787,0,PE
85,7675.167,7676.787,7680.818,1.62,PE
86,7684.03,7684.03,7687.092,0,PE
87,7686.471,7687.092,7690.623,0.621,PE
88,7699.485,7699.485,7703.569,0,PEC
89,7709.686,7709.686,7713.471,0,PE
90,7714.99,7714.99,7718.508,0,PEC
91,7721.371,7721.371,7725.7,0,PE
92,7727.905,7727.905,7731.961,0,PEGC
93,7749.434,7749.434,7752.392,0,PEG
94,7756.368,7756.368,7760.865,0,PE
95,7762.116,7762.116,7766.099,0,PEC
96,7762.813,7766.099,7769.86,3.286,PEC
97,7787.135,7787.135,7789.193,0,PE
98,7792.771,7792.771,7797.282,0,PEGC
99,7796.257,7797.282,7799.624,1.025,PEC
100,7799.802,7799.802,7804.323,0,PEGC
