student_id,arrival_s,checkin_start_s,checkin_end_s,checkin_wait_s,path
1,7200.108,7200.108,7204.927,0,PEC
2,7200.114,7204.927,7207.417,4.814,PEC
3,7202.202,7207.417,7212.41,5.215,PE
4,7204.059,7212.41,7214.713,8.351,PEG
5,7204.964,7214.713,7219.186,9.749,PE
6,7205.602,7219.186,7223.244,13.584,PE
7,7206.064,7223.244,7228.122,17.18,PE
8,7206.536,7228.122,7231.577,21.586,PE
9,7207.505,7231.577,7235.941,24.072,PE
10,7207.524,7235.941,7240.206,28.417,PE
11,7207.541,7240.206,7244.374,32.665,PEG
12,7211.139,7244.374,7247.168,33.236,PEC
13,7211.843,7247.168,7251.233,35.325,PEG
14,7214.288,7251.233,7256.03,36.945,PE
15,7216.441,7256.03,7258.301,39.589,PEC
16,7216.723,7258.301,7262.018,41.578,PEC
17,7217.017,7262.018,7265.755,45.001,PE
18,7218.577,7265.755,7270.231,47.178,PE
19,7219.508,7270.231,7273.23,50.723,PEGC
20,7220.028,7273.23,7275.249,53.203,PE
21,7220.545,7275.249,7279.263,54.705,PE
22,7220.829,7279.263,7281.982,58.435,PEC
23,7221.671,7281.982,7286.582,60.311,PE
24,7223.298,7286.582,7291.135,63.284,PEGC
25,7223.501,7291.135,7296.071,67.634,PEGC
26,7225.509,7296.071,7300.543,70.562,PEG
27,7225.724,7300.543,7302.691,74.82,PE
28,7226.174,7302.691,7307.364,76.518,PE
29,7227.761,7307.364,7310.399,79.603,PEGC
30,7227.859,7310.399,7312.668,82.54,PEC
31,7228.1,7312.668,7317.448,84.568,PEC
32,7228.597,7317.448,7322.013,88.851,PE
33,7230.101,7322.013,7326.488,91.912,PEGC
34,7230.877,7326.488,7329.284,95.611,PE
35,7233.264,7329.284,7333.581,96.02,PE
36,7233.351,7333.581,7336.119,100.229,PEC
37,7234.69,7336.119,7339.741,101.429,PEC
38,7235.045,7339.741,7344.263,104.695,PE
39,7235.169,7344.263,7346.821,109.094,PE
40,7235.472,7346.821,7351.777,111.349,PE
41,7235.575,7351.777,7356.286,116.202,PE
42,7236.364,7356.286,7359.917,119.921,PEG
43,7237.476,7359.917,7364.337,122.44,PE
44,7237.632,7364.337,7367.455,126.705,PEG
45,7238.061,7367.455,7370.73,129.393,PE
46,7238.593,7370.73,7374.875,132.137,PEG
47,7239.679,7374.875,7377.346,135.196,PE
48,7240.949,7377.346,7380.963,136.397,PE
49,7242.045,7380.963,7384.647,138.918,PE
50,7242.649,7384.647,7388.198,141.997,PEGC
51,7242.894,7388.198,7393.114,145.304,PEC
52,7243.073,7393.114,7395.78,150.041,PEC
53,7243.188,7395.78,7398.396,152.592,PEG
54,7243.205,7398.396,7400.973,155.191,PEC
55,7243.423,7400.973,7404.062,157.55,PEC
56,7244.454,7404.062,7407.523,159.608,PEC
57,7246.048,7407.523,7411.317,161.475,PE
58,7246.861,7411.317,7416.023,164.456,PEG
59,7247.715,7416.023,7418.282,168.308,PE
60,7249.443,7418.282,7422.72,168.838,PE
61,7251.297,7422.72,7426.104,171.424,PE
62,7251.885,7426.104,7428.391,174.219,PEG
63,7254.187,7428.391,7430.797,174.204,PEG
64,7255.058,7430.797,7433.436,175.739,PE
65,7256.723,7433.436,7436.178,176.713,PEG
66,7256.867,7436.178,7438.915,179.312,PEG
67,7257.07,7438.915,7442.357,181.846,PE
68,7259.876,7442.357,7444.469,182.481,PE
69,7260.167,7444.469,7448.638,184.302,PEC
70,7262.181,7448.638,7453.236,186.457,PEC
71,7264.323,7453.236,7455.776,188.913,PE
72,7264.589,7455.776,7460.706,191.187,PEC
73,7265.552,7460.706,7463.704,195.154,PEC
74,7267.5,7463.704,7465.774,196.204,PE
75,7267.792,7465.774,7469.378,197.981,PEG
76,7269.641,7469.378,7472.367,199.737,PEGC
77,7271.291,7472.367,7475.122,201.076,PEC
78,7271.462,7475.122,7477.335,203.66,PEGC
79,7275.138,7477.335,7479.592,202.197,PE
80,7277.566,7479.592,7483.133,202.026,PE
81,7277.839,7483.133,7486.906,205.295,PE
82,7279.693,7486.906,7491.164,207.213,PEC
83,7280.053,7491.164,7494.695,211.111,PE
84,7282.971,7494.695,7498.364,211.725,PE
85,7283.018,7498.364,7501.209,215.345,PE
86,7284.096,7501.209,7505.551,217.113,PE
87,7285.697,7505.551,7508.881,219.854,PEC
88,7286.365,7508.881,7513.452,222.516,PE
89,7287.757,7513.452,7517.503,225.695,PE
90,7289.923,7517.503,7521.1,227.579,PE
91,7291.447,7521.1,7523.173,229.653,PEG
92,7291.752,7523.173,7527.307,231.421,PEG
93,7292.696,7527.307,7532.158,234.611,PE
94,7293.959,7532.158,7534.882,238.2,PEG
95,7294.464,7534.882,7537.216,240.418,PE
96,7295.489,7537.216,7539.329,241.727,PEC
97,7295.888,7539.329,7541.716,243.442,PEC
98,7298.146,7541.716,7546.62,243.57,PEGC
99,7298.237,7546.62,7550.169,248.383,PE
100,7299.492,7550.169,7553.947,250.677,PEGC
