student_id,arrival_s,checkin_start_s,checkin_end_s,checkin_wait_s,path
1,1223.412,1223.412,1225.417,0,PE
2,1229.388,1229.388,1233.541,0,PEG
3,1241.961,1241.961,1244.997,0,PE
4,1268.051,1268.051,1272.02,0,PE
5,1272.53,1272.53,1275.038,0,PE
6,1280.693,1280.693,1284.556,0,PEC
7,1285.43,1285.43,1288.704,0,PEC
8,1291.6,1291.6,1295.631,0,PEG
9,1316.311,1316.311,1318.848,0,PEC
10,1320.215,1320.215,1324.877,0,PEG
11,1341.304,1341.304,1343.784,0,PEG
12,1342.567,1343.784,1346.078,1.217,PEC
13,1347.51,1347.51,1351.794,0,PE
14,1353.473,1353.473,1358.155,0,PEG
15,1356.018,1358.155,1360.899,2.137,PE
16,1356.491,1360.899,1364.69,4.408,PEC
17,1359.565,1364.69,1366.92,5.125,PEG
18,1360.463,1366.92,1369.72,6.458,PEGC
19,1365.672,1369.72,1374.259,4.048,PE
20,1370.588,1374.259,1378.311,3.67,PEG
21,1388.899,1388.899,1392.361,0,PE
22,1393.532,1393.532,1396.602,0,PE
23,1418.204,1418.204,1420.844,0,PEG
24,1434.987,1434.987,1437.674,0,PE
25,1445.624,1445.624,1449.919,0,PE
26,1450.161,1450.161,1453.349,0,PE
27,1476.299,1476.299,1480.767,0,PE
28,1487.171,1487.171,1490.746,0,PE
29,1511.654,1511.654,1513.963,0,PE
30,1527.669,1527.669,1529.814,0,PEGC
31,1536.614,1536.614,1541.431,0,PE
32,1544.465,1544.465,1548.309,0,PEG
33,1576.021,1576.021,1580.996,0,PEG
34,1594.416,1594.416,1597.846,0,PE
35,1612.314,1612.314,1617.262,0,PEG
36,1612.853,1617.262,1620.979,4.409,PE
37,1613.24,1620.979,1623.676,7.738,PE
38,1641.375,1641.375,1643.727,0,PEG
39,1645.508,1645.508,1647.899,0,PE
40,1646.313,1647.899,1652.125,1.587,PE
41,1647.063,1652.125,1654.54,5.062,PEC
42,1654.411,1654.54,1657.101,0.129,PE
43,1700.031,1700.031,1703.221,0,PEG
44,1700.45,1703.221,1706.229,2.771,PEG
45,1713.954,1713.954,1717.33,0,PE
46,1719.545,1719.545,1721.853,0,PE
47,1722.825,1722.825,1725.336,0,PEC
48,1748.937,1748.937,1752.861,0,PE
49,1775.072,1775.072,1779.435,0,PEGC
50,1778.764,1779.435,1782.552,0.672,PEG
51,7208.376,7208.376,7211.295,0,PE
52,7228.713,7228.713,7233.406,0,PEGC
53,7233.544,7233.544,7237.717,0,PEG
54,7288.304,7288.304,7291.524,0,PEG
55,7314.407,7314.407,7316.966,0,PE
56,7326.105,7326.105,7328.26,0,PE
57,7327.826,7328.26,7333.092,0.434,PEGC
58,7338.271,7338.271,7341.533,0,PEG
59,7343.057,7343.057,7346.845,0,PE
60,7345.527,7346.845,7350.386,1.318,PE
61,7346.365,7350.386,7355.073,4.02,PE
62,7346.78,7355.073,7357.631,8.293,PE
63,7375.14,7375.14,7377.421,0,PE
64,7378.526,7378.526,7380.696,0,PEC
65,7382.157,7382.157,7384.3,0,PEG
66,7385.948,7385.948,7389.996,0,PE
67,7429.02,7429.02,7432.446,0,PE
68,7444.569,7444.569,7449.35,0,PEG
69,7450.946,7450.946,7454.181,0,PE
70,7465.608,7465.608,7470.218,0,PE
71,7473.964,7473.964,7478.094,0,PE
72,7526.734,7526.734,7531.561,0,PE
73,7565.33,7565.33,7568.77,0,PEG
74,7575.885,7575.885,7579.189,0,PEG
75,7609.947,7609.947,7613.483,0,PEG
76,7618.086,7618.086,7621.66,0,PE
77,7620.351,7621.66,7625.067,1.309,PEG
78,7629.498,7629.498,7634.373,0,PE
79,7634.472,7634.472,7639.04,0,PE
80,7642.699,7642.699,7645.616,0,PE
81,7651.871,7651.871,7656.032,0,PE
82,7660.473,7660.473,7665.037,0,PEGC
83,7665.926,7665.926,7668.849,0,PEG
84,7669.313,7669.313,7671.784,0,PEC
85,7669.671,7671.784,7674.015,2.112,PE
86,7688.083,7688.083,7692.328,0,PE
87,7705.339,7705.339,7708.942,0,PEGC
88,7713.499,7713.499,7716.861,0,PE
89,7719.855,7719.855,7724.232,0,PE
90,7720.398,7724.232,7726.888,3.834,PEC
91,7726.355,7726.888,7729.808,0.533,PEGC
92,7731.685,7731.685,7735.879,0,PE
93,7732.928,7735.879,7739.259,2.951,PEG
94,7736.264,7739.259,7742.474,2.995,PE
95,7740.88,7742.474,7745.229,1.594,PEC
96,7742.81,7745.229,7748.973,2.42,PEGC
97,7744.274,7748.973,7753.398,4.699,PEGC
98,7744.687,7753.398,7755.549,8.711,PEC
99,7744.73,7755.549,7757.995,10.819,PEC
100,7774.086,7774.086,7777.56,0,PEC
