student_id,arrival_s,checkin_start_s,checkin_end_s,checkin_wait_s,path
1,1202.851,1202.851,1205.454,0,PEG
2,1211.343,1211.343,1213.343,0,PEG
3,1220.768,1220.768,1225.198,0,PE
4,1236.668,1236.668,1241.377,0,PE
5,1249.35,1249.35,1252.672,0,PE
6,1254.474,1254.474,1257.572,0,PE
7,1280.52,1280.52,1283.614,0,PE
8,1301.799,1301.799,1304.662,0,PEC
9,1311.378,1311.378,1315.884,0,PEG
10,1318.081,1318.081,1323.009,0,PE
11,1322.387,1323.009,1325.651,0.621,PE
12,1323.827,1325.651,1329.65,1.824,PEG
13,1327.437,1329.65,1332.972,2.212,PEG
14,1361.94,1361.94,1365.179,0,PEC
15,1381.092,1381.092,1385.632,0,PE
16,1381.493,1385.632,1389.139,4.139,PE
17,1419.806,1419.806,1422.493,0,PE
18,1437.226,1437.226,1441.362,0,PE
19,1443.48,1443.48,1446.777,0,PEC
20,1445.118,1446.777,1450.025,1.659,PEC
21,1451.13,1451.13,1455.923,0,PE
22,1481.994,1481.994,1484.436,0,PEG
23,1513.811,1513.811,1515.87,0,PEC
24,1518.506,1518.506,1521.778,0,PEG
25,1526.466,1526.466,1531.306,0,PEG
26,1541.028,1541.028,1545.22,0,PEC
27,1557.061,1557.061,1559.997,0,PE
28,1574.919,1574.919,1577.384,0,PE
29,1586.421,1586.421,1591.388,0,PEC
30,1595.129,1595.129,1599.688,0,PE
31,1601.236,1601.236,1605.256,0,PEC
32,1609.039,1609.039,1611.847,0,PE
33,1609.969,1611.847,1616.555,1.879,PE
34,1623.627,1623.627,1626.424,0,PEG
35,1634.913,1634.913,1639.474,0,PEC
36,1651.141,1651.141,1654.399,0,PE
37,1665.222,1665.222,1667.479,0,PEC
38,1675.944,1675.944,1680.75,0,PE
39,1676.881,1680.75,1685.221,3.869,PE
40,1688.738,1688.738,1693.536,0,PEG
41,1695.121,1695.121,1699.032,0,PEG
42,1697.744,1699.032,1703.992,1.288,PE
43,1698.475,1703.992,1707.879,5.517,PEG
44,1735.858,1735.858,1739.145,0,PEG
45,1738.661,1739.145,1741.976,0.484,PE
46,1739.786,1741.976,1746.464,2.191,PEG
47,1740.913,1746.464,1751.253,5.552,PE
48,1775.052,1775.052,1779.915,0,PEG
49,1798.357,1798.357,1800.858,0,PEC
50,1799.982,1800.858,1803.399,0.875,PE
51,7207.106,7207.106,7211.949,0,PEG
52,7220.06,7220.06,7223.956,0,PE
53,7247.576,7247.576,7251.215,0,PEG
54,7248.78,7251.215,7255.155,2.435,PEGC
55,7258.174,7258.174,7263.145,0,PE
56,7260.118,7263.145,7267.584,3.026,PEGC
57,7261.054,7267.584,7272.324,6.53,PEG
58,7267.317,7272.324,7276.001,5.007,PEG
59,7290.99,7290.99,7293.929,0,PEC
60,7293.004,7293.929,7297.261,0.925,PEG
61,7303.66,7303.66,7306.458,0,PE
62,7363.929,7363.929,7366.357,0,PEC
63,7367.638,7367.638,7371.939,0,PEG
64,7373.49,7373.49,7377.317,0,PE
65,7382.929,7382.929,7385.582,0,PEG
66,7384.519,7385.582,7388.99,1.064,PE
67,7394.166,7394.166,7398.55,0,PE
68,7394.527,7398.55,7402.308,4.023,PEC
69,7422.678,7422.678,7427.419,0,PEC
70,7424.975,7427.419,7431.675,2.444,PEG
71,7428.117,7431.675,7436.103,3.558,PE
72,7442.403,7442.403,7446.584,0,PEG
73,7453.574,7453.574,7458.11,0,PEC
74,7460.515,7460.515,7464.363,0,PEC
75,7466.03,7466.03,7469.871,0,PE
76,7484.124,7484.124,7486.153,0,PEC
77,7500.518,7500.518,7504.207,0,PE
78,7500.69,7504.207,7508.769,3.517,PEG
79,7524.387,7524.387,7527.742,0,PE
80,7533.844,7533.844,7536.859,0,PE
81,7550.566,7550.566,7552.821,0,PEC
82,7576.957,7576.957,7581.642,0,PEG
83,7587.031,7587.031,7590.365,0,PEGC
84,7603.306,7603.306,7607.987,0,PEC
85,7640.419,7640.419,7644.001,0,PEGC
86,7661.226,7661.226,7664.585,0,PEC
87,7667.296,7667.296,7669.338,0,PEG
88,7671.284,7671.284,7674.088,0,PE
89,7673.053,7674.088,7678.484,1.034,PE
90,7674.841,7678.484,7681.1,3.643,PEG
91,7675.613,7681.1,7685.028,5.487,PE
92,7711.466,7711.466,7715.547,0,PEGC
93,7713.533,7715.547,7717.839,2.015,PEC
94,7726.384,7726.384,7730.602,0,PEG
95,7745.833,7745.833,7750.761,0,PE
96,7755.069,7755.069,7759.342,0,PEG
97,7758.232,7759.342,7761.961,1.11,PEGC
98,7760.896,7761.961,7764.486,1.065,PE
99,7766.328,7766.328,7771.061,0,PEG
100,7776.327,7776.327,7779.135,0,PEC
