student_id,arrival_s,checkin_start_s,checkin_end_s,checkin_wait_s,path
1,1213.914,1213.914,1216.834,0,PEG
2,1231.459,1231.459,1234.068,0,PEC
3,1231.505,1234.068,1238.608,2.563,PEC
4,1231.593,1238.608,1242.703,7.016,PEG
5,1241.165,1242.703,1245.744,1.537,PEC
6,1248.515,1248.515,1252.497,0,PEGC
7,1253.262,1253.262,1256.415,0,PEG
8,1287.229,1287.229,1290.863,0,PEG
9,1294.567,1294.567,1296.988,0,PEC
10,1295.909,1296.988,1300.977,1.078,PE
11,1323.135,1323.135,1326.545,0,PEC
12,1371.829,1371.829,1375.145,0,PE
13,1382.84,1382.84,1387.178,0,PEG
14,1384.378,1387.178,1389.505,2.799,PEG
15,1420.445,1420.445,1424.529,0,PEG
16,1423.274,1424.529,1426.711,1.255,PE
17,1460.343,1460.343,1464.088,0,PE
18,1468.545,1468.545,1471.668,0,PE
19,1485.59,1485.59,1488.667,0,PE
20,1486.641,1488.667,1492.819,2.026,PEGC
21,1500.157,1500.157,1504.25,0,PE
22,1522.575,1522.575,1526.96,0,PEGC
23,1546.636,1546.636,1550.391,0,PE
24,1558.704,1558.704,1562.069,0,PEG
25,1581.909,1581.909,1584.476,0,PE
26,1591.49,1591.49,1593.987,0,PE
27,1597.219,1597.219,1601.851,0,PEG
28,1600.503,1601.851,1605.135,1.348,PE
29,1611.704,1611.704,1614.94,0,PE
30,1648.341,1648.341,1651.842,0,PEC
31,1648.515,1651.842,1655.506,3.327,PE
32,1662.756,1662.756,1666.034,0,PE
33,1677.451,1677.451,1681.832,0,PE
34,1683.031,1683.031,1686.285,0,PE
35,1693.419,1693.419,1696.077,0,PEG
36,1705.83,1705.83,1709.783,0,PEGC
37,1710.025,1710.025,1714.817,0,PEGC
38,1717.37,1717.37,1719.971,0,PE
39,1721.611,1721.611,1725.993,0,PEG
40,1723.255,1725.993,1729.166,2.738,PEG
41,1724.573,1729.166,1732.671,4.593,PEG
42,1727.033,1732.671,1737.411,5.639,PEC
43,1732.081,1737.411,1740.628,5.33,PEG
44,1741.913,1741.913,1745.832,0,PE
45,1748.845,1748.845,1752.047,0,PEGC
46,1753.858,1753.858,1756.396,0,PEGC
47,1758.256,1758.256,1762.855,0,PE
48,1776.623,1776.623,1781.291,0,PE
49,1786.326,1786.326,1789.854,0,PE
50,1799.982,1799.982,1802.667,0,PEC
51,7236.255,7236.255,7241.038,0,PE
52,7256.201,7256.201,7258.803,0,PE
53,7256.745,7258.803,7262.818,2.059,PEG
54,7257.672,7262.818,7266.229,5.147,PEG
55,7277.436,7277.436,7281.963,0,PEC
56,7307.438,7307.438,7309.515,0,PE
57,7317.091,7317.091,7320.445,0,PEGC
58,7330.434,7330.434,7333.691,0,PE
59,7338.492,7338.492,7340.633,0,PEG
60,7351.773,7351.773,7356.551,0,PEG
61,7391.122,7391.122,7396.012,0,PE
62,7395.703,7396.012,7398.722,0.309,PE
63,7399.678,7399.678,7402.795,0,PEG
64,7423.261,7423.261,7427.24,0,PE
65,7435.822,7435.822,7438.739,0,PEG
66,7437.262,7438.739,7443.533,1.477,PEG
67,7446.945,7446.945,7449.509,0,PEG
68,7453.397,7453.397,7457.534,0,PE
69,7465.482,7465.482,7467.793,0,PEG
70,7466.443,7467.793,7470.73,1.35,PE
71,7477.914,7477.914,7482.284,0,PE
72,7496.177,7496.177,7498.611,0,PE
73,7500.23,7500.23,7503.174,0,PEGC
74,7502.717,7503.174,7507.473,0.457,PEG
75,7503.772,7507.473,7510.372,3.701,PEC
76,7509.406,7510.372,7514.284,0.965,PEC
77,7510.532,7514.284,7518.464,3.752,PEG
78,7536.75,7536.75,7540.881,0,PE
79,7547.339,7547.339,7551.334,0,PEGC
80,7568.206,7568.206,7571.239,0,PE
81,7586.532,7586.532,7590.775,0,PEG
82,7592.985,7592.985,7597.321,0,PEG
83,7599.615,7599.615,7603.647,0,PE
84,7626.908,7626.908,7629.464,0,PE
85,7632.527,7632.527,7635.442,0,PE
86,7633.877,7635.442,7638.384,1.566,PEG
87,7635.739,7638.384,7643.379,2.646,PEG
88,7643.98,7643.98,7648.337,0,PEG
89,7644.767,7648.337,7652.439,3.571,PEGC
90,7658.309,7658.309,7662.811,0,PE
91,7678.132,7678.132,7681.229,0,PEC
92,7684.732,7684.732,7689.221,0,PEG
93,7685.999,7689.221,7693.521,3.222,PE
94,7690.298,7693.521,7697.462,3.222,PEG
95,7713.926,7713.926,7716.019,0,PEG
96,7722.02,7722.02,7727.018,0,PE
97,7729.957,7729.957,7734.287,0,PEG
98,7732.998,7734.287,7737.269,1.289,PEC
99,7759.013,7759.013,7761.142,0,PEG
100,7787.076,7787.076,7790.462,0,PEGC
